t,y1,y2
92.4004,-1.2092,-0.0816
92.5004,-1.2092,-0.0615
92.6004,0.0115,-0.0539
92.7004,-1.2092,-0.0472
92.8004,0.0115,-0.0549
92.9004,0.4422,-0.0573
93.0004,-1.2092,-0.0918
93.1004,-1.2092,-0.0952
93.2004,-0.7785,-0.0816
93.3004,-1.2092,-0.0471
93.4004,0.0115,-0.0298
93.5004,-0.7785,-0.0415
93.6004,0.0115,-0.0348
93.7004,0.0115,-0.0329
93.8004,-1.2092,-0.0439
93.9004,-0.7785,-0.0434
94.0004,0.0115,-0.0148
94.1004,2.4529,-0.0078
94.2004,0.0115,-0.0096
94.3004,0.0115,-0.019
94.4004,-0.7785,-0.037
94.5004,-1.2092,-0.0584
94.6004,-1.2092,-0.0782
94.7004,1.2322,-0.0688
94.8004,-0.7785,-0.0558
94.9004,0.4422,-0.0277
95.0004,0.4422,0.006
95.1004,1.2322,0.0126
95.2004,0.4422,0.0294
95.3004,0.0115,0.0433
95.4004,0.4422,0.0389
95.5004,-0.7785,0.0978
95.6004,-0.7785,0.1385
95.7004,-0.7785,0.1514
95.8004,-0.7785,0.1754
95.9004,0.4422,0.1517
96.0004,-0.7785,0.0996
96.1004,0.4422,0.0729
96.2004,-1.2092,0.0647
96.3004,0.0115,0.0566
96.4004,-1.2092,0.0759
96.5004,0.0115,0.0381
96.6004,0.0115,0.0056
96.7004,1.2322,-0.0306
96.8004,0.4422,-0.0565
96.9004,1.6629,-0.0519
97.0004,0.0115,0.0001
97.1004,2.4529,0.0223
97.2004,0.0115,0.0263
97.3004,-1.2092,0.0163
97.4004,0.4422,0.0054
97.5004,-0.7785,-0.0085
97.6004,4.8943,-0.0125
97.7004,0.4422,-0.0059
97.8004,0.4422,0.0057
97.9004,-1.2092,0.0077
98.0004,0.4422,-0.016
98.1004,0.0115,-0.0148
98.2004,0.0115,-0.0451
98.3004,-0.7785,-0.0634
98.4004,-0.7785,-0.0684
98.5004,0.4422,-0.0496
98.6004,-0.7785,-0.0491
98.7004,0.0115,-0.054
98.8004,-1.2092,-0.0401
98.9004,-0.7785,-0.0605
99.0004,0.0115,-0.0928
99.1004,0.4422,-0.1182
99.2004,0.4422,-0.0824
99.3004,-0.7785,-0.0588
99.4004,0.4422,-0.0424
99.5004,-0.7785,-0.032
99.6004,-0.7785,-0.0208
99.7004,0.0115,-0.0089
99.8004,0.0115,-0.0278
99.9004,0.0115,-0.0119
